SEDE;SEDE CASTANHAL - REGIONAL NORDESTE;AUDITORIO CARRIER 22.000BTUs - 01A
SEDE;SEDE CASTANHAL - REGIONAL NORDESTE;AUDITORIO CARRIER 22.000BTUs - 02A
SEDE;SEDE CASTANHAL - REGIONAL NORDESTE;AUDITORIO CARRIER 60.000BTUs - 03A
SEDE;SEDE CASTANHAL - REGIONAL NORDESTE;AUDITORIO CARRIER 60.000BTUs - 04A
SEDE;SEDE CASTANHAL - REGIONAL NORDESTE;  BTUs - 
AGENCIAS;NAZARÉ;SALÃO DE ATENDIMENTO CARRIER 60.000 BTUSBTUs - 01NA
AGENCIAS;NAZARÉ;SALÃO DE ATENDIMENTO CARRIER 60.000 BTUSBTUs - 02NA
AGENCIAS;NAZARÉ;SALÃO DE ATENDIMENTO CARRIER 60.000 BTUSBTUs - 03NA
AGENCIAS;NAZARÉ;SALÃO DE ATENDIMENTO CARRIER 9.000 BTUSBTUs - 04NA
AGENCIAS;CIDADE NOVA;SALÃO DE ATENDIMENTO CARRIER 60.000 BTUSBTUs - 01CN
AGENCIAS;CIDADE NOVA;SALÃO DE ATENDIMENTO CARRIER 60.000 BTUSBTUs - 02CN
AGENCIAS;CIDADE NOVA;COPA CARRIER 9.000 BTUSBTUs - 03CN
AGENCIAS;BR;SALÃO DE ATENDIMENTO CARRIER 60.000 BTUSBTUs - 01BR
AGENCIAS;BR;SALÃO DE ATENDIMENTO CARRIER 60.000 BTUSBTUs - 02BR
AGENCIAS;BR;COPA CARRIER 9000BTUs - 03BR
AGENCIAS;PEDREIRA;SUPERVISÃO  CARRIER 60000BTUs - 01PE
AGENCIAS;PEDREIRA;SALÃO DE ATENDIMENTO CARRIER 60000BTUs - 02PE
AGENCIAS;PEDREIRA;SALÃO DE ATENDIMENTO CARRIER 60000BTUs - 03PE
AGENCIAS;PEDREIRA;COPA CARRIER 9000BTUs - 04PE
AGENCIAS;MARITUBA;SALÃO DE ATENDIMENTO CARRIER 60.000 BTUSBTUs - 01MA
AGENCIAS;MARITUBA;SALÃO DE ATENDIMENTO CARRIER 60.000 BTUSBTUs - 02MA
AGENCIAS;MARITUBA;COPA CARRIER 18000BTUs - 03MA
AGENCIAS;ICOARACI;SALÃO DE ATENDIMENTO CARRIER 60000BTUs - 01IC
AGENCIAS;ICOARACI;SALÃO DE ATENDIMENTO CARRIER 60000BTUs - 02IC
AGENCIAS;ICOARACI;SUPERVISÃO CARRIER 60000BTUs - 03IC
AGENCIAS;ICOARACI;ALMOXARIFADO ELETROLUZ 30000BTUs - 04IC
AGENCIAS;ICOARACI;SALÃO CARRIER 10000BTUs - 05IC
AGENCIAS;BENEVIDES;SALÃO DE ATENDIMENTO CARRIER 60000BTUs - 01BE
AGENCIAS;BENEVIDES;SALÃO DE ATENDIMENTO CARRIER 60000BTUs - 02BE
AGENCIAS;BENEVIDES;COPA MIDEA 9000BTUs - 03BE
AGENCIAS;MOSQUEIRO;SALÃO DE ATENDIMENTO CARRIER 36000BTUs - 01MO
AGENCIAS;MOSQUEIRO;SALÃO DE ATENDIMENTO CARRIER 36000BTUs - 02MO
AGENCIAS;MOSQUEIRO;SALA DE APOIO SILENTIA 30000BTUs - 03MO
AGENCIAS;SANTA IZABEL;SALÃO DE ATENDIMENTO CARRIER 36000BTUs - 01SI
AGENCIAS;VILA DOS CABANOS;SALÃO DE ATENDIMENTO CARRIER 48000BTUs - 01VC
AGENCIAS;VILA DOS CABANOS;SALÃO DE ATENDIMENTO CARRIER 60000BTUs - 02VC
AGENCIAS;VILA DOS CABANOS;SUPERVISÃO SELENTIA 21000BTUs - 03VC
AGENCIAS;BARCARENA;SALÃO DE ATENDIMENTO AGRATTO 36000BTUs - 01BA
AGENCIAS;BARCARENA;SALÃO DE ATENDIMENTO CARRIER 60000BTUs - 02BA
AGENCIAS;BARCARENA;SALÃO DE ATENDIMENTO AGRATTO 9000BTUs - 03BA
AGENCIAS;ABAETETUBA;SALÃO DE ATENDIMENTO CARRIER 36000BTUs - 01AB
AGENCIAS;ABAETETUBA;SALÃO DE ATENDIMENTO CARRIER 36000BTUs - 02AB
AGENCIAS;ABAETETUBA;SALA SUPERVISOR CARRIER 9000BTUs - 04AB
AGENCIAS;ABAETETUBA;AREA DE OPERAÇÃO CARRIER 48000BTUs - 03AB
AGENCIAS;MOJU;SALÃO DE ATENDIMENTO CARRIER 60000BTUs - 01MJ
AGENCIAS;MOJU;SALÃO DE ATENDIMENTO SELENTIA 21000BTUs - 02MJ
AGENCIAS;TAILÂNDIA;SALÃO ATENDIMENTO CARRIER 36000BTUs - 01TA
AGENCIAS;TAILÂNDIA;SUPERVISÃO SELENTIA 30000BTUs - 02TA
AGENCIAS;CASTANHAL;SALÃO DE ATENDIMENTO CARRIER 60000BTUs - 01VC
AGENCIAS;CASTANHAL;SALÃO DE ATENDIMENTO CARRIER 60000BTUs - 02VC
AGENCIAS;CASTANHAL;COPA SELENTIA 12000BTUs - 03VC
AGENCIAS;IGARAPE MIRI;SALÃO DE ATENDIMENTO CARRIER 30000BTUs - 01IM
SUB ESTAÇÃO;MARCO;SALA DE COMANDO GREE 21000BTUs - 01MC
SUB ESTAÇÃO;GUAMÁ;SALA D COMANDO CARRIER 36000BTUs - 01GU
SUB ESTAÇÃO;GUAMÁ;SALA DE COMANDO CARRIER 36000BTUs - 02GU
SUB ESTAÇÃO;GUAMÁ;SALA DE RÁDIO MIDEA 9000BTUs - 03GU
